Feature,Importance
cat__Circuit_ID_8105001,0.0
cat__Circuit_ID_8104902,0.0
cat__Circuit_ID_8104901,0.0
cat__Circuit_ID_8104602,0.0
cat__Circuit_ID_8104502,0.0
cat__Circuit_ID_8104404,0.0
cat__Circuit_ID_8104402,0.0
cat__Connection_Date_2020-10-14 00:00:00,0.0
cat__Circuit_ID_8263,0.0
cat__Circuit_ID_8201,0.0
cat__Circuit_ID_82-4-13,0.0
cat__Circuit_ID_8185,0.0
cat__Connection_Date_2020-10-10 00:00:00,0.0
cat__Circuit_ID_8124,0.0
cat__Circuit_ID_8117,0.0
cat__Circuit_ID_8109806,0.0
cat__Circuit_ID_8109601,0.0
cat__Circuit_ID_8108301,0.0
cat__Circuit_ID_8108201,0.0
cat__Circuit_ID_8108001,0.0
cat__Circuit_ID_8107901,0.0
cat__Circuit_ID_8107701,0.0
cat__Circuit_ID_8107601,0.0
cat__Circuit_ID_8376GV7706,0.0
cat__Circuit_ID_8375GV7707,0.0
cat__Connection_Date_2020-10-07 00:00:00,0.0
cat__Circuit_ID_8354,0.0
cat__Circuit_ID_8351,0.0
cat__Circuit_ID_8345GV7711,0.0
cat__Circuit_ID_8341,0.0
cat__Circuit_ID_8333GV7702,0.0
cat__Circuit_ID_8332GV7703,0.0
cat__Circuit_ID_8327GV7701,0.0
cat__Circuit_ID_8316GV7712,0.0
cat__Circuit_ID_8303GV7710,0.0
cat__Circuit_ID_8301GV7704,0.0
cat__Connection_Date_2020-11-19 00:00:00,0.0
cat__Circuit_ID_82U3,0.0
cat__Circuit_ID_82U2,0.0
cat__Circuit_ID_84U4,0.0
cat__Connection_Date_2020-11-16 00:00:00,0.0
cat__Circuit_ID_84U2,0.0
cat__Circuit_ID_84U1,0.0
cat__Circuit_ID_8494,0.0
cat__Circuit_ID_8472,0.0
cat__Circuit_ID_8451,0.0
cat__Circuit_ID_8423,0.0
cat__Connection_Date_2020-11-14 00:00:00,0.0
cat__Circuit_ID_84-2-13,0.0
cat__Circuit_ID_84-1-3,0.0
cat__Connection_Date_2020-11-13 00:00:00,0.0
cat__Circuit_ID_83U2,0.0
cat__Circuit_ID_83U1,0.0
cat__Circuit_ID_8379GV7709,0.0
cat__Circuit_ID_8377GV7708,0.0
cat__Connection_Date_2007-09-11 00:00:00,0.0
cat__Connection_Date_2020-11-11 00:00:00,0.0
cat__Connection_Date_2007-09-05 00:00:00,0.0
cat__Connection_Date_2007-08-31 00:00:00,0.0
cat__Connection_Date_2007-08-30 00:00:00,0.0
cat__Connection_Date_2007-08-28 00:00:00,0.0
cat__Connection_Date_2007-08-27 00:00:00,0.0
cat__Connection_Date_2007-08-24 00:00:00,0.0
cat__Connection_Date_2007-08-23 00:00:00,0.0
cat__Connection_Date_2007-08-22 00:00:00,0.0
cat__Connection_Date_2007-08-21 00:00:00,0.0
cat__Connection_Date_2007-08-17 00:00:00,0.0
cat__Connection_Date_2007-08-15 00:00:00,0.0
cat__Connection_Date_2007-08-12 00:00:00,0.0
cat__Circuit_ID_8581,0.0
cat__Circuit_ID_8542,0.0
cat__Circuit_ID_87U3,0.0
cat__Circuit_ID_8774,0.0
cat__Circuit_ID_8773,0.0
cat__Circuit_ID_8771,0.0
cat__Circuit_ID_8716,0.0
cat__Circuit_ID_86U4,0.0
cat__Circuit_ID_86U3,0.0
cat__Connection_Date_2020-11-07 00:00:00,0.0
cat__Connection_Date_2020-11-05 00:00:00,0.0
cat__Circuit_ID_8622,0.0
cat__Circuit_ID_8601,0.0
cat__Circuit_ID_85U4,0.0
cat__Circuit_ID_85U3,0.0
cat__Connection_Date_2020-11-03 00:00:00,0.0
cat__Connection_Date_2007-09-13 00:00:00,0.0
cat__Connection_Date_2007-09-12 00:00:00,0.0
cat__Connection_Date_2020-11-01 00:00:00,0.0
cat__Connection_Date_2020-12-17 00:00:00,0.0
cat__Connection_Date_2020-12-14 00:00:00,0.0
cat__Connection_Date_2020-12-12 00:00:00,0.0
cat__Circuit_ID_8A2R3,0.0
cat__Circuit_ID_89U4,0.0
cat__Circuit_ID_89U3,0.0
cat__Connection_Date_2020-12-07 00:00:00,0.0
cat__Connection_Date_2020-12-03 00:00:00,0.0
cat__Circuit_ID_89-2-13,0.0
cat__Circuit_ID_89-10-34,0.0
cat__Connection_Date_2020-12-01 00:00:00,0.0
cat__Circuit_ID_88U4,0.0
cat__Circuit_ID_88U3,0.0
cat__Circuit_ID_88U2,0.0
cat__Circuit_ID_88U1,0.0
cat__Circuit_ID_8B89,0.0
cat__Circuit_ID_8B88,0.0
cat__Connection_Date_2020-11-27 00:00:00,0.0
cat__Connection_Date_2020-11-21 00:00:00,0.0
cat__Circuit_ID_8B84,0.0
cat__Circuit_ID_8B83,0.0
cat__Circuit_ID_8B82,0.0
cat__Circuit_ID_8B81,0.0
cat__Connection_Date_2020-11-20 00:00:00,0.0
cat__Circuit_ID_8Ax653,0.0
cat__Connection_Date_2015-10-05 00:00:00,0.0
cat__Connection_Date_2015-10-03 00:00:00,0.0
cat__Connection_Date_2015-10-01 00:00:00,0.0
cat__Connection_Date_2015-09-30 00:00:00,0.0
cat__Circuit_ID_8AX047,0.0
cat__Circuit_ID_8A8L2,0.0
cat__Connection_Date_2007-08-01 00:00:00,0.0
cat__Connection_Date_2007-07-31 00:00:00,0.0
cat__Connection_Date_2007-07-30 00:00:00,0.0
cat__Connection_Date_2007-07-28 00:00:00,0.0
cat__Connection_Date_2007-07-27 00:00:00,0.0
cat__Connection_Date_2007-07-26 00:00:00,0.0
cat__Connection_Date_2007-07-24 00:00:00,0.0
cat__Connection_Date_2007-07-23 00:00:00,0.0
cat__Connection_Date_2007-07-20 00:00:00,0.0
cat__Connection_Date_2007-07-19 00:00:00,0.0
cat__Circuit_ID_8B95,0.0
cat__Circuit_ID_8B94,0.0
cat__Circuit_ID_8B93,0.0
cat__Circuit_ID_8B92,0.0
cat__Circuit_ID_8B91,0.0
cat__Circuit_ID_8B90,0.0
cat__Connection_Date_2015-09-27 00:00:00,0.0
cat__Circuit_ID_8E494,0.0
cat__Connection_Date_2015-09-26 00:00:00,0.0
cat__Connection_Date_2015-09-25 00:00:00,0.0
cat__Connection_Date_2015-09-24 00:00:00,0.0
cat__Circuit_ID_8D735,0.0
cat__Circuit_ID_8D734,0.0
cat__Circuit_ID_8BA9N5,0.0
cat__Connection_Date_2015-09-23 00:00:00,0.0
cat__Circuit_ID_8BA9N3,0.0
cat__Connection_Date_2007-08-11 00:00:00,0.0
cat__Connection_Date_2007-08-10 00:00:00,0.0
cat__Connection_Date_2020-12-20 00:00:00,0.0
cat__Connection_Date_2007-08-07 00:00:00,0.0
cat__Connection_Date_2007-08-03 00:00:00,0.0
cat__Connection_Date_2007-08-02 00:00:00,0.0
cat__Connection_Date_2007-07-06 00:00:00,0.0
cat__Connection_Date_2007-07-05 00:00:00,0.0
cat__Connection_Date_2007-07-03 00:00:00,0.0
cat__Connection_Date_2007-06-29 00:00:00,0.0
cat__Connection_Date_2007-06-27 00:00:00,0.0
cat__Connection_Date_2007-06-26 00:00:00,0.0
cat__Connection_Date_2021-01-23 00:00:00,0.0
cat__Connection_Date_2007-06-22 00:00:00,0.0
cat__Connection_Date_2007-06-21 00:00:00,0.0
cat__Connection_Date_2007-06-20 00:00:00,0.0
cat__Circuit_ID_8F705,0.0
cat__Circuit_ID_8EX962,0.0
cat__Circuit_ID_8EX246,0.0
cat__Connection_Date_2021-01-18 00:00:00,0.0
cat__Circuit_ID_8ED3H2,0.0
cat__Connection_Date_2021-01-16 00:00:00,0.0
cat__Circuit_ID_8HX4P4,0.0
cat__Circuit_ID_8HX4P1,0.0
cat__Circuit_ID_8GX9H3,0.0
cat__Circuit_ID_8GX8H7,0.0
cat__Connection_Date_2021-01-09 00:00:00,0.0
cat__Connection_Date_2021-01-08 00:00:00,0.0
cat__Circuit_ID_8G978,0.0
cat__Circuit_ID_8G972,0.0
cat__Circuit_ID_8G971,0.0
cat__Circuit_ID_8F7H7,0.0
cat__Circuit_ID_8F707,0.0
cat__Connection_Date_2007-07-18 00:00:00,0.0
cat__Connection_Date_2007-07-17 00:00:00,0.0
cat__Connection_Date_2007-07-13 00:00:00,0.0
cat__Connection_Date_2007-07-12 00:00:00,0.0
cat__Connection_Date_2007-07-11 00:00:00,0.0
cat__Connection_Date_2007-06-07 00:00:00,0.0
cat__Connection_Date_2007-06-06 00:00:00,0.0
cat__Connection_Date_2007-06-05 00:00:00,0.0
cat__Connection_Date_2007-06-04 00:00:00,0.0
cat__Connection_Date_2007-06-01 00:00:00,0.0
cat__Connection_Date_2007-05-29 00:00:00,0.0
cat__Connection_Date_2007-05-24 00:00:00,0.0
cat__Connection_Date_2007-05-23 00:00:00,0.0
cat__Connection_Date_2007-05-22 00:00:00,0.0
cat__Connection_Date_2007-05-21 00:00:00,0.0
cat__Connection_Date_2007-05-18 00:00:00,0.0
cat__Connection_Date_2007-05-17 00:00:00,0.0
cat__Connection_Date_2021-01-05 00:00:00,0.0
cat__Circuit_ID_8JA624,0.0
cat__Connection_Date_2020-12-30 00:00:00,0.0
cat__Circuit_ID_8HX4P5,0.0
cat__Circuit_ID_8QR893,0.0
cat__Circuit_ID_8QR729,0.0
cat__Connection_Date_2020-12-24 00:00:00,0.0
cat__Circuit_ID_8QR727,0.0
cat__Circuit_ID_8Q947,0.0
cat__Circuit_ID_8Q6k6,0.0
cat__Circuit_ID_8Q6K6,0.0
cat__Connection_Date_2020-12-22 00:00:00,0.0
cat__Circuit_ID_8Q6K1,0.0
cat__Connection_Date_2020-12-21 00:00:00,0.0
cat__Connection_Date_2021-02-12 00:00:00,0.0
cat__Connection_Date_2021-02-11 00:00:00,0.0
cat__Connection_Date_2021-02-08 00:00:00,0.0
cat__Connection_Date_2007-06-13 00:00:00,0.0
cat__Connection_Date_2007-06-11 00:00:00,0.0
cat__Connection_Date_2007-06-08 00:00:00,0.0
cat__Connection_Date_2021-02-07 00:00:00,0.0
cat__Connection_Date_2021-02-06 00:00:00,0.0
cat__Circuit_ID_8T6P7,0.0
cat__Circuit_ID_8SM4N1,0.0
cat__Connection_Date_2021-02-04 00:00:00,0.0
cat__Connection_Date_2021-01-30 00:00:00,0.0
cat__Connection_Date_2021-01-29 00:00:00,0.0
cat__Circuit_ID_8RX746,0.0
cat__Connection_Date_2021-01-25 00:00:00,0.0
cat__Connection_Date_2021-02-28 00:00:00,0.0
cat__Circuit_ID_8RR929,0.0
cat__Connection_Date_2021-02-27 00:00:00,0.0
cat__Connection_Date_2021-02-24 00:00:00,0.0
cat__Circuit_ID_8QX906,0.0
cat__Connection_Date_2021-02-23 00:00:00,0.0
cat__Connection_Date_2021-02-22 00:00:00,0.0
cat__Connection_Date_2007-05-16 00:00:00,0.0
cat__Connection_Date_2007-05-15 00:00:00,0.0
cat__Connection_Date_2007-05-11 00:00:00,0.0
cat__Connection_Date_2007-05-09 00:00:00,0.0
cat__Connection_Date_2007-05-08 00:00:00,0.0
cat__Connection_Date_2007-05-04 00:00:00,0.0
cat__Connection_Date_2007-05-03 00:00:00,0.0
cat__Connection_Date_2007-05-02 00:00:00,0.0
cat__Connection_Date_2007-05-01 00:00:00,0.0
cat__Connection_Date_2007-04-30 00:00:00,0.0
cat__Connection_Date_2007-04-27 00:00:00,0.0
cat__Connection_Date_2007-04-26 00:00:00,0.0
cat__Connection_Date_2007-04-25 00:00:00,0.0
cat__Connection_Date_2007-04-21 00:00:00,0.0
cat__Connection_Date_2007-04-17 00:00:00,0.0
cat__Connection_Date_2021-02-20 00:00:00,0.0
cat__Circuit_ID_8W91,0.0
cat__Circuit_ID_8W88,0.0
cat__Connection_Date_2021-02-19 00:00:00,0.0
cat__Connection_Date_2021-02-17 00:00:00,0.0
cat__Circuit_ID_8W76,0.0
cat__Circuit_ID_8W75,0.0
cat__Circuit_ID_8W71,0.0
cat__Connection_Date_2021-02-16 00:00:00,0.0
cat__Connection_Date_2021-02-15 00:00:00,0.0
cat__Circuit_ID_8W661,0.0
cat__Circuit_ID_8W65,0.0
cat__Circuit_ID_8W64,0.0
cat__Circuit_ID_8W63,0.0
cat__Circuit_ID_8W5N7,0.0
cat__Circuit_ID_8W5N5,0.0
cat__Connection_Date_2021-02-14 00:00:00,0.0
cat__Connection_Date_2007-04-06 00:00:00,0.0
cat__Connection_Date_2007-04-05 00:00:00,0.0
cat__Connection_Date_2007-04-03 00:00:00,0.0
cat__Connection_Date_2007-04-02 00:00:00,0.0
cat__Connection_Date_2007-03-26 00:00:00,0.0
cat__Connection_Date_2007-03-21 00:00:00,0.0
cat__Connection_Date_2007-03-20 00:00:00,0.0
cat__Connection_Date_2007-03-19 00:00:00,0.0
cat__Connection_Date_2007-03-17 00:00:00,0.0
cat__Connection_Date_2007-03-15 00:00:00,0.0
cat__Connection_Date_2007-03-14 00:00:00,0.0
cat__Connection_Date_2007-03-07 00:00:00,0.0
cat__Connection_Date_2007-03-06 00:00:00,0.0
cat__Connection_Date_2007-03-05 00:00:00,0.0
cat__Circuit_ID_8W95,0.0
cat__Circuit_ID_8W93,0.0
cat__Circuit_ID_8hx4p6,0.0
cat__Circuit_ID_8hx4p1,0.0
cat__Circuit_ID_8gx9h3,0.0
cat__Circuit_ID_8e828,0.0
cat__Circuit_ID_8e825,0.0
cat__Circuit_ID_8e824,0.0
cat__Circuit_ID_8d987,0.0
cat__Connection_Date_2021-02-13 00:00:00,0.0
cat__Circuit_ID_8XR924,0.0
cat__Connection_Date_2015-09-18 00:00:00,0.0
cat__Connection_Date_2015-09-17 00:00:00,0.0
cat__Circuit_ID_8WF1H8,0.0
cat__Circuit_ID_8WF1H6,0.0
cat__Circuit_ID_8WF1H3,0.0
cat__Connection_Date_2007-04-16 00:00:00,0.0
cat__Connection_Date_2007-04-09 00:00:00,0.0
cat__Connection_Date_2015-09-16 00:00:00,0.0
cat__Circuit_ID_90U1,0.0
cat__Circuit_ID_9/1/1948,0.0
cat__Circuit_ID_9.43E+03,0.0
cat__Circuit_ID_9.34E+03,0.0
cat__Circuit_ID_9.33E+03,0.0
cat__Circuit_ID_9.32E+03,0.0
cat__Circuit_ID_9.28E+03,0.0
cat__Circuit_ID_9.26E+03,0.0
cat__Circuit_ID_9.25E+03,0.0
cat__Circuit_ID_9.14E+03,0.0
cat__Circuit_ID_8wf1h2,0.0
cat__Circuit_ID_8wf1h1,0.0
cat__Circuit_ID_8rx743,0.0
cat__Circuit_ID_8rx742,0.0
cat__Circuit_ID_8m7p4,0.0
cat__Connection_Date_2015-09-14 00:00:00,0.0
cat__Circuit_ID_9246,0.0
cat__Circuit_ID_9231,0.0
cat__Connection_Date_2015-09-12 00:00:00,0.0
cat__Circuit_ID_91U5,0.0
cat__Circuit_ID_91U4,0.0
cat__Circuit_ID_91U2,0.0
cat__Circuit_ID_91U1,0.0
cat__Connection_Date_2015-09-10 00:00:00,0.0
cat__Connection_Date_2015-09-08 00:00:00,0.0
cat__Connection_Date_2015-09-05 00:00:00,0.0
cat__Connection_Date_2015-09-02 00:00:00,0.0
cat__Circuit_ID_91-4-13,0.0
cat__Circuit_ID_91-3-13,0.0
cat__Circuit_ID_91-2-13,0.0
cat__Circuit_ID_90U4,0.0
cat__Connection_Date_2021-03-03 00:00:00,0.0
cat__Circuit_ID_9377,0.0
cat__Circuit_ID_9365,0.0
cat__Connection_Date_2021-03-20 00:00:00,0.0
cat__Circuit_ID_9344,0.0
cat__Circuit_ID_9335,0.0
cat__Connection_Date_2021-03-19 00:00:00,0.0
cat__Connection_Date_2021-03-13 00:00:00,0.0
cat__Connection_Date_2021-03-12 00:00:00,0.0
cat__Connection_Date_2021-03-07 00:00:00,0.0
cat__Circuit_ID_92U2,0.0
cat__Circuit_ID_92U1,0.0
cat__Connection_Date_2021-03-06 00:00:00,0.0
cat__Circuit_ID_9266,0.0
cat__Circuit_ID_9261,0.0
cat__Connection_Date_2015-09-20 00:00:00,0.0
cat__Circuit_ID_9554,0.0
cat__Connection_Date_2015-09-19 00:00:00,0.0
cat__Circuit_ID_9532,0.0
cat__Connection_Date_2021-04-10 00:00:00,0.0
cat__Connection_Date_2021-04-09 00:00:00,0.0
cat__Connection_Date_2021-04-05 00:00:00,0.0
cat__Connection_Date_2021-04-03 00:00:00,0.0
cat__Circuit_ID_9473,0.0
cat__Connection_Date_2021-04-02 00:00:00,0.0
cat__Connection_Date_2021-03-31 00:00:00,0.0
cat__Circuit_ID_9437,0.0
cat__Circuit_ID_9434,0.0
cat__Circuit_ID_93U4,0.0
cat__Circuit_ID_93U3,0.0
cat__Circuit_ID_93U2,0.0
cat__Circuit_ID_93U1,0.0
cat__Circuit_ID_9854,0.0
cat__Circuit_ID_9850,0.0
cat__Connection_Date_2021-03-29 00:00:00,0.0
cat__Circuit_ID_9825,0.0
cat__Circuit_ID_97U3,0.0
cat__Connection_Date_2021-03-26 00:00:00,0.0
cat__Circuit_ID_97U1,0.0
cat__Connection_Date_2021-03-25 00:00:00,0.0
cat__Circuit_ID_9732,0.0
cat__Connection_Date_2021-03-24 00:00:00,0.0
cat__Circuit_ID_9624,0.0
cat__Connection_Date_2021-05-10 00:00:00,0.0
cat__Circuit_ID_95U2,0.0
cat__Connection_Date_2021-05-08 00:00:00,0.0
cat__Circuit_ID_9583,0.0
cat__Connection_Date_2021-05-04 00:00:00,0.0
cat__Connection_Date_2021-05-03 00:00:00,0.0
cat__Circuit_ID_9A4N9,0.0
cat__Connection_Date_2021-05-01 00:00:00,0.0
cat__Circuit_ID_9A1P9,0.0
cat__Circuit_ID_9A1N9,0.0
cat__Circuit_ID_99U4,0.0
cat__Circuit_ID_99U3,0.0
cat__Circuit_ID_99U2,0.0
cat__Connection_Date_2021-04-30 00:00:00,0.0
cat__Circuit_ID_9945,0.0
cat__Circuit_ID_9923,0.0
cat__Connection_Date_2021-04-28 00:00:00,0.0
cat__Connection_Date_2021-04-24 00:00:00,0.0
cat__Circuit_ID_98U2,0.0
cat__Circuit_ID_98U1,0.0
cat__Circuit_ID_9893,0.0
cat__Connection_Date_2021-04-23 00:00:00,0.0
cat__Connection_Date_2021-04-22 00:00:00,0.0
cat__Connection_Date_2021-04-17 00:00:00,0.0
cat__Connection_Date_2021-04-16 00:00:00,0.0
cat__Connection_Date_2021-06-01 00:00:00,0.0
cat__Circuit_ID_9B10,0.0
cat__Circuit_ID_9B09,0.0
cat__Circuit_ID_9B08,0.0
cat__Circuit_ID_9B07,0.0
cat__Connection_Date_2021-05-31 00:00:00,0.0
cat__Circuit_ID_9B05,0.0
cat__Circuit_ID_9B04,0.0
cat__Connection_Date_2021-05-29 00:00:00,0.0
cat__Connection_Date_2021-05-27 00:00:00,0.0
cat__Circuit_ID_9AU4H4,0.0
cat__Circuit_ID_9AU4H1,0.0
cat__Connection_Date_2007-02-20 00:00:00,0.0
cat__Connection_Date_2007-02-16 00:00:00,0.0
cat__Connection_Date_2007-02-09 00:00:00,0.0
cat__Connection_Date_2007-02-08 00:00:00,0.0
cat__Connection_Date_2007-02-07 00:00:00,0.0
cat__Connection_Date_2007-02-06 00:00:00,0.0
cat__Connection_Date_2007-02-03 00:00:00,0.0
cat__Connection_Date_2007-02-02 00:00:00,0.0
cat__Connection_Date_2007-02-01 00:00:00,0.0
cat__Connection_Date_2007-01-30 00:00:00,0.0
cat__Connection_Date_2007-01-23 00:00:00,0.0
cat__Connection_Date_2007-01-22 00:00:00,0.0
cat__Connection_Date_2007-01-19 00:00:00,0.0
cat__Connection_Date_2021-05-26 00:00:00,0.0
cat__Circuit_ID_9B18,0.0
cat__Circuit_ID_9B17,0.0
cat__Circuit_ID_9B93,0.0
cat__Circuit_ID_9B92,0.0
cat__Connection_Date_2021-05-22 00:00:00,0.0
cat__Circuit_ID_9B91,0.0
cat__Connection_Date_2021-05-20 00:00:00,0.0
cat__Circuit_ID_9B26,0.0
cat__Circuit_ID_9B25,0.0
cat__Circuit_ID_9B24,0.0
cat__Circuit_ID_9B23,0.0
cat__Circuit_ID_9B22,0.0
cat__Connection_Date_2021-05-19 00:00:00,0.0
cat__Circuit_ID_9B20,0.0
cat__Circuit_ID_9B1R5,0.0
cat__Connection_Date_2007-03-02 00:00:00,0.0
cat__Connection_Date_2007-02-27 00:00:00,0.0
cat__Connection_Date_2007-02-21 00:00:00,0.0
cat__Connection_Date_2021-05-18 00:00:00,0.0
cat__Circuit_ID_9HH941,0.0
cat__Circuit_ID_9EU6H8,0.0
cat__Connection_Date_2021-05-17 00:00:00,0.0
cat__Circuit_ID_9EU6H5,0.0
cat__Connection_Date_2021-05-15 00:00:00,0.0
cat__Connection_Date_2021-05-12 00:00:00,0.0
cat__Connection_Date_2021-05-11 00:00:00,0.0
cat__Connection_Date_2015-08-29 00:00:00,0.0
cat__Connection_Date_2015-08-28 00:00:00,0.0
cat__Connection_Date_2015-08-27 00:00:00,0.0
cat__Connection_Date_2015-08-25 00:00:00,0.0
cat__Circuit_ID_9C5K6,0.0
cat__Circuit_ID_9C5K5,0.0
cat__Connection_Date_2015-08-24 00:00:00,0.0
cat__Circuit_ID_9B94,0.0
cat__Circuit_ID_9Q50,0.0
cat__Circuit_ID_9Q49,0.0
cat__Connection_Date_2015-08-23 00:00:00,0.0
cat__Circuit_ID_9Q47,0.0
cat__Circuit_ID_9Q45,0.0
cat__Circuit_ID_9Q44,0.0
cat__Circuit_ID_9Q43,0.0
cat__Connection_Date_2015-08-22 00:00:00,0.0
cat__Connection_Date_2015-08-20 00:00:00,0.0
cat__Circuit_ID_9NR4L7,0.0
cat__Circuit_ID_9NR4L5,0.0
cat__Circuit_ID_9L782,0.0
cat__Connection_Date_2015-08-19 00:00:00,0.0
cat__Connection_Date_2015-08-17 00:00:00,0.0
cat__Connection_Date_2015-08-15 00:00:00,0.0
cat__Connection_Date_2021-06-03 00:00:00,0.0
cat__Connection_Date_2007-01-16 00:00:00,0.0
cat__Connection_Date_2007-01-15 00:00:00,0.0
cat__Connection_Date_2007-01-11 00:00:00,0.0
cat__Connection_Date_2007-01-10 00:00:00,0.0
cat__Connection_Date_2007-01-09 00:00:00,0.0
cat__Connection_Date_2007-01-04 00:00:00,0.0
cat__Connection_Date_2007-01-03 00:00:00,0.0
cat__Connection_Date_2007-01-02 00:00:00,0.0
cat__Connection_Date_2006-12-28 00:00:00,0.0
cat__Connection_Date_2006-12-27 00:00:00,0.0
cat__Connection_Date_2006-12-26 00:00:00,0.0
cat__Connection_Date_2006-12-22 00:00:00,0.0
cat__Connection_Date_2006-12-20 00:00:00,0.0
cat__Connection_Date_2006-12-19 00:00:00,0.0
cat__Connection_Date_2006-12-13 00:00:00,0.0
cat__Circuit_ID_9Q51,0.0
cat__Circuit_ID_9W72,0.0
cat__Circuit_ID_9W68,0.0
cat__Circuit_ID_9W65,0.0
cat__Circuit_ID_9W64,0.0
cat__Circuit_ID_9W62,0.0
cat__Circuit_ID_9U679,0.0
cat__Circuit_ID_9U678,0.0
cat__Circuit_ID_9U3,0.0
cat__Circuit_ID_9U2,0.0
cat__Connection_Date_2021-06-02 00:00:00,0.0
cat__Circuit_ID_9R9L5,0.0
cat__Connection_Date_2021-06-30 00:00:00,0.0
cat__Circuit_ID_9R939,0.0
cat__Connection_Date_2021-06-23 00:00:00,0.0
cat__Circuit_ID_9Q52,0.0
cat__Connection_Date_2007-01-18 00:00:00,0.0
cat__Circuit_ID_B0041RO0651,0.0
cat__Circuit_ID_Armonk - 2,0.0
cat__Connection_Date_2021-06-19 00:00:00,0.0
cat__Circuit_ID_Airport - 2,0.0
cat__Circuit_ID_Airport - 1,0.0
cat__Circuit_ID_ASH-MCBRIDE #24,0.0
cat__Circuit_ID_ARMONK2,0.0
cat__Circuit_ID_AQUEDT2,0.0
cat__Circuit_ID_AQUEDT1,0.0
cat__Circuit_ID_A0041RO0762,0.0
cat__Circuit_ID_9k976,0.0
cat__Circuit_ID_9W77,0.0
cat__Circuit_ID_9W76,0.0
cat__Circuit_ID_9W75,0.0
cat__Circuit_ID_9W74,0.0
cat__Circuit_ID_9W73,0.0
cat__Connection_Date_2006-12-01 00:00:00,0.0
cat__Connection_Date_2006-11-30 00:00:00,0.0
cat__Connection_Date_2006-11-15 00:00:00,0.0
cat__Connection_Date_2006-11-14 00:00:00,0.0
cat__Connection_Date_2006-11-08 00:00:00,0.0
cat__Connection_Date_2006-11-07 00:00:00,0.0
cat__Connection_Date_2006-11-06 00:00:00,0.0
cat__Connection_Date_2006-11-04 00:00:00,0.0
cat__Connection_Date_2006-11-03 00:00:00,0.0
cat__Connection_Date_2006-11-02 00:00:00,0.0
cat__Connection_Date_2006-11-01 00:00:00,0.0
cat__Circuit_ID_BEDFRD1,0.0
cat__Circuit_ID_BD NWK,0.0
cat__Connection_Date_2021-06-16 00:00:00,0.0
cat__Circuit_ID_BATTLE1,0.0
cat__Circuit_ID_B0056RO0764,0.0
cat__Circuit_ID_C0121CF0782,0.0
cat__Connection_Date_2021-06-12 00:00:00,0.0
cat__Circuit_ID_Bowman - 2,0.0
cat__Circuit_ID_Battle Hill - 2,0.0
cat__Circuit_ID_Battle Hill - 1,0.0
cat__Circuit_ID_BYRAM1,0.0
cat__Connection_Date_2021-06-09 00:00:00,0.0
cat__Circuit_ID_BRCLIF1,0.0
cat__Connection_Date_2021-06-08 00:00:00,0.0
cat__Circuit_ID_BOWMAN1,0.0
cat__Circuit_ID_BETHLEHEM - SELKIRK #5,0.0
cat__Connection_Date_2006-12-12 00:00:00,0.0
cat__Connection_Date_2006-12-11 00:00:00,0.0
cat__Connection_Date_2006-12-07 00:00:00,0.0
cat__Connection_Date_2006-12-06 00:00:00,0.0
cat__Connection_Date_2021-06-07 00:00:00,0.0
cat__Circuit_ID_CROTON2,0.0
cat__Circuit_ID_CROTON1,0.0
cat__Circuit_ID_CROPSEY,0.0
cat__Circuit_ID_CP NWK,0.0
cat__Circuit_ID_CORTLT2,0.0
cat__Circuit_ID_CORTLT1,0.0
cat__Circuit_ID_CORTLN2,0.0
cat__Circuit_ID_COBLESKILL - SUMMIT #5,0.0
cat__Circuit_ID_CLASSNPT,0.0
cat__Circuit_ID_CL NWK,0.0
cat__Circuit_ID_CH NWK,0.0
cat__Circuit_ID_CENTRL1,0.0
cat__Circuit_ID_CC NWK,0.0
cat__Circuit_ID_CARPEN2,0.0
cat__Circuit_ID_CA 6H #6,0.0
cat__Circuit_ID_CA 34H #34,0.0
cat__Circuit_ID_DAKE HILL-MACHIAS #803,0.0
cat__Connection_Date_2021-06-05 00:00:00,0.0
cat__Circuit_ID_Crow Hill - 2,0.0
cat__Circuit_ID_Crow Hill - 1,0.0
cat__Circuit_ID_Croton - 2,0.0
cat__Circuit_ID_Croton - 1,0.0
cat__Circuit_ID_Cortlandt - 2,0.0
cat__Circuit_ID_Cortlandt - 1,0.0
cat__Circuit_ID_City Island West - 1,0.0
cat__Circuit_ID_City Island East - 1,0.0
cat__Circuit_ID_Central Avenue - 1,0.0
cat__Circuit_ID_Carpenter Avenue - 2,0.0
cat__Circuit_ID_CS NWK,0.0
cat__Circuit_ID_CROWHL3,0.0
cat__Circuit_ID_CROWHL2,0.0
cat__Circuit_ID_CROWHL1,0.0
cat__Circuit_ID_Eastchester - 1,0.0
cat__Circuit_ID_ELMSFD2,0.0
cat__Circuit_ID_ELMSFD1,0.0
cat__Circuit_ID_ELMSFD,0.0
cat__Circuit_ID_EL NWK,0.0
cat__Connection_Date_2015-08-31 00:00:00,0.0
cat__Circuit_ID_Dunkirk to Falconer 162 - Nestle-Purina Tap,0.0
cat__Circuit_ID_Dunkirk to Falconer 160 - Cummins Tap,0.0
cat__Circuit_ID_Don Bosco - 2,0.0
cat__Circuit_ID_Don Bosco - 1,0.0
cat__Circuit_ID_Davenport - 2,0.0
cat__Circuit_ID_Davenport - 1,0.0
