Feature,Importance
cat__Connection_Date_2021-12-21 00:00:00,2.504307246501948e-14
cat__City_CHITTENANGO,2.475608579677453e-14
cat__City_Spring Brook,2.4679162154143514e-14
cat__Connection_Date_2023-01-24 00:00:00,2.463151609040623e-14
cat__Circuit_ID_7DM564,2.4594672590810705e-14
cat__Developer_Eastern Energy System,2.4593828225829188e-14
cat__Circuit_ID_4202901,2.436276763409144e-14
cat__Developer_Emmylou Edwards (Skyline Solar Inc. - NY),2.3947947118226523e-14
cat__Substation_Ohioville,2.3926251738154625e-14
cat__Developer_Dominion Construction,2.3658587041477302e-14
cat__Developer_New York Solar Solutions,2.3651372703254377e-14
cat__City_Mount Sinai,2.3607640600251686e-14
cat__City_CLINTON,2.3388953510359212e-14
cat__Developer_Pearl Scott (Renewable Rochester),2.3267610758868833e-14
cat__Connection_Date_2011-03-09 00:00:00,2.326474998672434e-14
cat__City_STONY POINT,2.3217208144496203e-14
cat__Substation_0039RO0293-39 Boxart ST,2.3166362199989697e-14
"cat__Developer_Shannon Hartz (Kasselman Solar, LLC)",2.3100960710144727e-14
cat__Circuit_ID_9B724,2.3013905727054886e-14
cat__Substation_4B,2.2958717495901064e-14
cat__Connection_Date_2019-12-03 00:00:00,2.29069942212443e-14
cat__Connection_Date_2015-12-22 00:00:00,2.2583703993245542e-14
cat__Connection_Date_2021-05-14 00:00:00,2.234350188970908e-14
cat__Circuit_ID_BPS NWK,2.2323043919681093e-14
cat__Substation_3AG,2.2297500416000967e-14
cat__Connection_Date_2009-12-11 00:00:00,2.2173770013832485e-14
cat__Circuit_ID_7B51,2.2023094996543507e-14
cat__Developer_Solar Design Associates,2.197705799156542e-14
cat__Developer_Sea Bright Solar LLC,2.1700349028543795e-14
cat__Substation_NYS-LEHIGH ST 603,2.164767324918894e-14
cat__Circuit_ID_4J491,2.1070128042544393e-14
cat__Developer_Infinity Solar,2.106090005666173e-14
cat__City_Castile,2.101036129584478e-14
cat__Substation_NYS-GOLDEN BRIDGE 420,2.0765499253477984e-14
"cat__Developer_Tina DeKing (CNY Solar, LLC)",2.0720065098162042e-14
cat__Connection_Date_2022-11-23 00:00:00,2.06456175803564e-14
cat__Connection_Date_2019-04-03 00:00:00,2.0598834393829884e-14
cat__Circuit_ID_5011,2.048122341338001e-14
cat__Circuit_ID_121,2.0385798845106093e-14
cat__Circuit_ID_6UL855,2.0324092139831916e-14
cat__Circuit_ID_7W8N7,2.0263199780961967e-14
cat__Connection_Date_2017-04-04 00:00:00,2.0238193905025887e-14
cat__City_YOUNGSTOWN,2.0233912483020178e-14
cat__Developer_BERGER QUALITY ELECTRIC,2.0192036850866224e-14
cat__Division_015 - Oswego,2.0055077433962495e-14
cat__Connection_Date_2022-01-05 00:00:00,2.0026999707526457e-14
cat__Connection_Date_2015-03-17 00:00:00,1.996755562048393e-14
cat__Division_037-Cobleskill,1.9921970550394076e-14
cat__Developer_Atlantech Solar,1.9771681853267063e-14
cat__Connection_Date_2015-09-01 00:00:00,1.9600578711440313e-14
cat__Substation_DUGUID 265,1.9500884885008277e-14
cat__Substation_NYS-EAST ITHACA 404,1.9440108602067872e-14
cat__Connection_Date_2008-09-11 00:00:00,1.9355582239850365e-14
cat__Connection_Date_2012-10-11 00:00:00,1.9263755563795245e-14
cat__Substation_BREMEN 815,1.9200335395650397e-14
cat__Circuit_ID_5K010,1.9158413613265717e-14
cat__Circuit_ID_6Q82,1.911025712209959e-14
cat__Connection_Date_2015-11-27 00:00:00,1.9090758532069666e-14
cat__Connection_Date_2013-07-15 00:00:00,1.908968967682697e-14
cat__City_ROSLYN,1.9033567042725625e-14
cat__Circuit_ID_13W74,1.897687362476674e-14
cat__Circuit_ID_36_17_60452,1.8973716544176264e-14
cat__Connection_Date_2023-12-11 00:00:00,1.8964768404069552e-14
cat__Connection_Date_2019-06-21 00:00:00,1.8857724603716454e-14
cat__Connection_Date_2016-08-12 00:00:00,1.871055993073511e-14
cat__Circuit_ID_36_10_2462,1.867355696865977e-14
cat__Connection_Date_2012-03-08 00:00:00,1.8660010947667814e-14
cat__Developer_III Electric,1.8530377651645744e-14
cat__Connection_Date_2017-12-08 00:00:00,1.8478536447736282e-14
cat__Circuit_ID_8ED3H5,1.8464643865267257e-14
cat__Developer_Quest Home Improvement Inc.,1.844179769663935e-14
cat__Connection_Date_2022-08-08 00:00:00,1.8320772797893565e-14
cat__Developer_Sunrise Power Solutions LLC,1.8262557267404273e-14
cat__Connection_Date_2015-03-16 00:00:00,1.824873483964019e-14
cat__Circuit_ID_14W03,1.8046724362473116e-14
"cat__Developer_Lori Neumann (Fourth Coast, Inc.)",1.7972112197403047e-14
"cat__Developer_Sunrise Solar Solutions, LLC",1.7963218443872775e-14
cat__Circuit_ID_3103101,1.7942460861164828e-14
cat__Circuit_ID_4301701,1.7937974984627978e-14
cat__City_WARWICK,1.7739406844630706e-14
cat__City_LOUDONVILLE,1.770233863441313e-14
cat__Connection_Date_2014-10-07 00:00:00,1.7692314598145222e-14
"cat__Developer_EMSA Solar, LLC",1.7673817664824417e-14
cat__Connection_Date_2021-06-28 00:00:00,1.7626736323478104e-14
cat__Circuit_ID_9E934,1.758575921047116e-14
cat__Connection_Date_2015-01-23 00:00:00,1.745847657513422e-14
cat__Connection_Date_2011-07-28 00:00:00,1.7374621153604768e-14
cat__Circuit_ID_36_11_26551,1.7319543184142204e-14
cat__City_BATAVIA,1.713311559277921e-14
cat__Connection_Date_2020-12-10 00:00:00,1.7123706743905157e-14
cat__Connection_Date_2010-05-10 00:00:00,1.7005923697118414e-14
cat__Developer_Sunrun_ Inc.,1.6940716809948933e-14
cat__Circuit_ID_9C5K1,1.6865529700783852e-14
cat__City_BALDWIN,1.6844254774206213e-14
cat__Substation_NYS-HAMMONDSPORT 243,1.6803111591063178e-14
cat__Circuit_ID_0056RO5305,1.669968800338762e-14
"cat__Developer_Buffalo Solar Solutions, Inc",1.6691595678796784e-14
cat__Substation_NYS-DELHI 210,1.6581495339643355e-14
cat__Division_032-Schenectady,1.6363630747239893e-14
cat__Connection_Date_2014-09-11 00:00:00,1.631372844417111e-14
cat__Circuit_ID_36_32_36452,1.63079133587399e-14
cat__Connection_Date_2023-01-23 00:00:00,1.6228441593087657e-14
cat__City_WILLIAMSVILLE,1.611678835649457e-14
cat__Developer_P2P Energy Systems,1.5916882984657605e-14
cat__Connection_Date_2015-10-19 00:00:00,1.5909187514388826e-14
cat__Connection_Date_2021-07-02 00:00:00,1.58625943830511e-14
cat__Connection_Date_2014-07-21 00:00:00,1.584056338281681e-14
cat__Circuit_ID_5203843,1.5464654765032238e-14
cat__Connection_Date_2013-10-23 00:00:00,1.5436693112342654e-14
cat__Circuit_ID_6Q83,1.5400792656997607e-14
cat__Substation_YOUNGSTOWN 88,1.539653230583733e-14
cat__Circuit_ID_3D389,1.5262621836470296e-14
cat__City_SHELTER IS,1.525274648206639e-14
cat__Substation_NYS-GOSS RD 398,1.518646835615731e-14
cat__Substation_0056RO5305-170 W Jefferson RD,1.512955441644887e-14
cat__Connection_Date_2010-02-19 00:00:00,1.502145722971141e-14
cat__Connection_Date_2023-09-06 00:00:00,1.4998531658201793e-14
cat__City_Oneonta,1.4887248359632053e-14
cat__Circuit_ID_9DF2K2,1.4824526439550746e-14
cat__Circuit_ID_17W37,1.482199208930829e-14
cat__Substation_BIRCH AVE 322,1.4817568649546904e-14
cat__Connection_Date_2018-08-13 00:00:00,1.4801772472044755e-14
cat__Developer_MOMENTUM SOLAR,1.4747027930028892e-14
cat__Connection_Date_2018-08-28 00:00:00,1.4712644099570363e-14
cat__City_Hampt Bays,1.4572368624803883e-14
cat__City_Lagrangevl,1.4426812333766864e-14
cat__Substation_Marlboro,1.4400236497396382e-14
cat__Circuit_ID_36_32_26553,1.433447763291817e-14
cat__Connection_Date_2012-04-06 00:00:00,1.433404407956124e-14
cat__Circuit_ID_4M037,1.4317998088403833e-14
cat__Connection_Date_2017-06-26 00:00:00,1.4282155598838964e-14
cat__Circuit_ID_BBR NWK,1.422546719750829e-14
cat__City_Queens Village,1.412025808238e-14
cat__City_East Aurora,1.4097655792274255e-14
cat__City_Bridgehmptn,1.4091845948304442e-14
cat__Connection_Date_2019-07-01 00:00:00,1.4064467820574994e-14
cat__Circuit_ID_3R31,1.3953886137294055e-14
cat__Circuit_ID_2AR1L4,1.3890584362279355e-14
cat__Connection_Date_2012-02-07 00:00:00,1.3812093120453045e-14
cat__Developer_R&B Quality Electric Inc,1.3647390199867063e-14
cat__Developer_Infinity Solar Systems,1.3567186896937173e-14
cat__Connection_Date_2019-03-04 00:00:00,1.354222716896948e-14
cat__Circuit_ID_0039RO0293,1.3475367716960993e-14
cat__Circuit_ID_36_03_8862,1.345473862910738e-14
cat__Circuit_ID_1014,1.3451429729011356e-14
cat__City_CORNING,1.3391267525632881e-14
cat__Circuit_ID_13-2-13,1.3383866132812453e-14
cat__Connection_Date_2018-01-29 00:00:00,1.3302686190624412e-14
cat__City_EDGEMERE,1.3271686973477298e-14
cat__City_Croton-On-Hudson,1.3245714434162371e-14
cat__Circuit_ID_106U2,1.3154289876113604e-14
cat__Circuit_ID_5031,1.313434816551515e-14
cat__Connection_Date_2022-12-08 00:00:00,1.3018075269919497e-14
cat__Connection_Date_2023-11-03 00:00:00,1.3007481696005428e-14
cat__Connection_Date_2021-03-08 00:00:00,1.2992957421587348e-14
cat__Connection_Date_2010-12-28 00:00:00,1.2912097876526533e-14
cat__Connection_Date_2015-12-14 00:00:00,1.2888204760382759e-14
cat__Connection_Date_2011-06-06 00:00:00,1.2886098201959268e-14
cat__Substation_4J,1.2751976713375777e-14
cat__Developer_Jeremy McCool (Buffalo Solar Solutions),1.2638356703285332e-14
cat__City_Lido Beach,1.2580856317621374e-14
cat__Substation_9Z,1.2511508328047809e-14
cat__City_LAKEVILLE,1.2499814957099424e-14
cat__Circuit_ID_36_17_64659,1.2367482912645389e-14
cat__Substation_NYS-SLEIGHT RD 546,1.2344510122200844e-14
cat__Connection_Date_2023-05-19 00:00:00,1.234319654095639e-14
cat__Connection_Date_2020-10-13 00:00:00,1.2292480378612307e-14
cat__Substation_Seaport_1,1.228561084173644e-14
cat__Circuit_ID_36_30_32354,1.2249936144493123e-14
cat__Connection_Date_2014-10-31 00:00:00,1.2197101597069382e-14
cat__Connection_Date_2017-11-08 00:00:00,1.2120693707738788e-14
cat__Substation_BUFFALO STATION 40 - WILLIAM & CENTRAL,1.2105360573158283e-14
cat__Substation_0722RO0709-1200 Brooks Ave,1.2099006273277467e-14
cat__Connection_Date_2014-12-26 00:00:00,1.1998501193829279e-14
cat__Circuit_ID_4R54,1.1961212007757335e-14
cat__Circuit_ID_6S2L4,1.1956799095633856e-14
cat__Connection_Date_2021-09-24 00:00:00,1.1955787214905238e-14
cat__Substation_FRANKLINVILLE 24,1.195234248011452e-14
cat__Substation_Stanfordville,1.1936039458090123e-14
cat__Division_015-Oswego,1.1729588864078199e-14
cat__Connection_Date_2011-09-28 00:00:00,1.1682497152571083e-14
cat__Substation_North Catskill,1.165624211274721e-14
cat__Division_030-Albany,1.1626760511842755e-14
cat__Connection_Date_2011-01-11 00:00:00,1.1576491005843707e-14
cat__Circuit_ID_36_35_04353,1.1574841003036025e-14
cat__Connection_Date_2014-08-22 00:00:00,1.1568045804961801e-14
cat__Connection_Date_2017-12-16 00:00:00,1.148759049463416e-14
cat__City_Mineola,1.1486742172319121e-14
cat__City_Pleasant Vly,1.1467258744763307e-14
cat__City_NIAGARA FALLS,1.1389633018970435e-14
cat__Substation_Reynolds Hill,1.1362389398341698e-14
cat__City_Waterville,1.1356180585878531e-14
cat__Connection_Date_2015-01-06 00:00:00,1.1343595199870938e-14
cat__Connection_Date_2021-11-05 00:00:00,1.1276972560421802e-14
cat__Circuit_ID_6Q38,1.1171216186600139e-14
cat__Circuit_ID_6Q665,1.115647369573927e-14
cat__Circuit_ID_0184GV1203,1.1125274186210977e-14
cat__Circuit_ID_7RM1K7,1.1121583538409199e-14
cat__Circuit_ID_4042,1.1068267544082183e-14
cat__Connection_Date_2018-05-14 00:00:00,1.1005678615255657e-14
cat__Substation_AYER RD 211,1.0994730371216025e-14
cat__City_Jeffersonville,1.0992022393295237e-14
cat__Connection_Date_2012-05-18 00:00:00,1.0948003805202195e-14
cat__Circuit_ID_8E827,1.0933959024019981e-14
cat__Circuit_ID_36_32_28186,1.0911116708308697e-14
cat__Connection_Date_2011-05-25 00:00:00,1.0879141000170367e-14
cat__Connection_Date_2023-01-09 00:00:00,1.0878340942613511e-14
cat__Connection_Date_2020-02-10 00:00:00,1.0874725758056152e-14
cat__Circuit_ID_6K9P4,1.0863171885831049e-14
cat__Connection_Date_2012-06-15 00:00:00,1.0839112483086473e-14
cat__Circuit_ID_7D9H8,1.0724734133467263e-14
cat__Developer_Travis Sherman (Albany Solar Solutions LLC),1.0643351078332577e-14
cat__Circuit_ID_6K447,1.0594761440327414e-14
cat__Connection_Date_2011-03-28 00:00:00,1.0534694118356114e-14
cat__Developer_Direct Energy Solar,1.049916719919225e-14
cat__Substation_SONORA WAY,1.0354562812871752e-14
cat__Substation_BURDECK ST 265,1.0333158760573566e-14
cat__Developer_Empire Solar Solutions,1.0259319154804977e-14
cat__Connection_Date_2015-05-13 00:00:00,1.024620208344983e-14
cat__City_Bridgehampton,1.021262646269812e-14
cat__Connection_Date_2020-06-05 00:00:00,1.019098386521463e-14
cat__Connection_Date_2022-10-17 00:00:00,1.0179119482309866e-14
cat__Connection_Date_2020-08-21 00:00:00,1.0174726603766854e-14
cat__Developer_Bryan Waryjasz (Comalli Group Inc),1.0158764459215924e-14
cat__Circuit_ID_6BL129,1.0083566435698605e-14
cat__Connection_Date_2016-08-19 00:00:00,1.0072797876187048e-14
cat__City_Tuckahoe,1.0061443471944488e-14
cat__Connection_Date_2021-07-27 00:00:00,1.0060120046433542e-14
cat__Developer_Sunrise Energy Concepts,1.005358541012224e-14
cat__City_Jackson Heights,1.0002205309481907e-14
cat__Circuit_ID_3LG419,9.960063162658167e-15
cat__Developer_Steed Energy,9.864232052109155e-15
cat__Circuit_ID_2042,9.861974725844496e-15
cat__Connection_Date_2019-10-11 00:00:00,9.856986423849072e-15
cat__Circuit_ID_6BR2N5,9.835509199303243e-15
cat__Circuit_ID_36_26_81454,9.815096084961691e-15
cat__City_Gardiner,9.686137588087893e-15
cat__Substation_SHORE RD 281,9.655206168084643e-15
cat__Connection_Date_2009-10-06 00:00:00,9.649175659736858e-15
cat__Connection_Date_2014-10-27 00:00:00,9.569261744372127e-15
cat__Connection_Date_2017-06-23 00:00:00,9.557394564236519e-15
cat__Substation_NYS-BOUCKVILLE 012,9.556863610388117e-15
cat__Connection_Date_2022-05-09 00:00:00,9.510148173875521e-15
cat__Substation_CLINTON 604,9.473558949901919e-15
cat__Circuit_ID_36_11_29155,9.44412471951832e-15
cat__Connection_Date_2014-11-25 00:00:00,9.385329001077847e-15
cat__Connection_Date_2020-06-15 00:00:00,9.369907857184438e-15
cat__Circuit_ID_36_11_28654,9.352402195711994e-15
cat__City_Kew Gardens,9.293692939555797e-15
cat__Circuit_ID_5U097,9.288600769564568e-15
cat__City_FORESTPORT,9.257636881907831e-15
cat__Connection_Date_2021-06-26 00:00:00,9.249854011260806e-15
cat__Circuit_ID_0132LS5293,9.219150608220876e-15
cat__Circuit_ID_2W458,9.083426492803597e-15
cat__Connection_Date_2008-11-12 00:00:00,9.017358404896813e-15
cat__Circuit_ID_8RX741,8.923584650227338e-15
cat__Connection_Date_2016-09-29 00:00:00,8.89516199749009e-15
cat__City_Croton-on-Hudson,8.89276946679424e-15
cat__Connection_Date_2016-12-22 00:00:00,8.873218546579307e-15
cat__Connection_Date_2018-03-28 00:00:00,8.867508833985202e-15
cat__Circuit_ID_2307210,8.839965134820925e-15
cat__City_PHELPS,8.835261628348633e-15
cat__City_W Babylon,8.725436007948683e-15
cat__Connection_Date_2022-05-20 00:00:00,8.711794517720266e-15
cat__City_Marlboro,8.69645801205035e-15
cat__Circuit_ID_6Q672,8.691650850467483e-15
cat__Circuit_ID_8J685,8.671334636178845e-15
cat__Substation_N. CREEK 122,8.643225218476495e-15
cat__Connection_Date_2023-06-15 00:00:00,8.636278884501085e-15
cat__City_LINDENHURST,8.633135999631637e-15
cat__City_TONAWANDA,8.628013978342049e-15
cat__Circuit_ID_36_23_81557,8.569704098789865e-15
cat__Developer_American Solar Partners,8.543291429731396e-15
cat__Circuit_ID_36_01_6163,8.509963210286093e-15
cat__Circuit_ID_4047,8.466275710025568e-15
cat__Substation_0184GV1203-Short Tract RD,8.44452911591282e-15
cat__Circuit_ID_3X70,8.437052210569616e-15
cat__Circuit_ID_36_01_5264,8.372165514946244e-15
cat__Developer_Halco Renewable Energy,8.352593323766955e-15
cat__City_Atlantic Beach,8.348784386246311e-15
cat__Substation_DELPHI 262,8.330617165117708e-15
cat__City_Somers,8.304279216545709e-15
cat__Circuit_ID_9B11,8.295969404412326e-15
cat__City_Manhasset,8.244373794059737e-15
cat__Circuit_ID_4022,8.241391982926256e-15
cat__Circuit_ID_2402229,8.223596484326365e-15
cat__Circuit_ID_7XM997,8.169712092086325e-15
cat__City_Pittsford,8.164684396482667e-15
cat__Circuit_ID_372,8.143232367064982e-15
cat__Circuit_ID_2K535,8.124632670723111e-15
cat__City_Lake Ronkonkoma,8.059134270798579e-15
cat__Connection_Date_2018-04-19 00:00:00,8.029962626055727e-15
cat__Connection_Date_2014-09-17 00:00:00,7.99329604745224e-15
cat__Developer_Solar Home NJ LLC,7.99082932687304e-15
cat__Circuit_ID_TUCKHO2,7.97717771758991e-15
cat__Circuit_ID_4207946,7.960073711487871e-15
cat__Circuit_ID_4X3P3,7.919388889654437e-15
"cat__Developer_Bridgette Martin (Solar Liberty Energy Systems, In",7.918722077453401e-15
cat__Connection_Date_2020-09-28 00:00:00,7.905004822403108e-15
cat__City_VOORHEESVILLE,7.868294942979387e-15
"cat__Developer_Kevin Nickels (Nickels Energy Solutions, LLC)",7.78660075296778e-15
cat__Circuit_ID_5R19,7.779698360932063e-15
cat__Substation_NYS-FRENCH WOODS 217,7.774869912040207e-15
cat__Connection_Date_2023-11-01 00:00:00,7.724803367231097e-15
cat__Connection_Date_2011-05-17 00:00:00,7.692845968641717e-15
cat__Connection_Date_2022-03-01 00:00:00,7.670349621325839e-15
cat__Substation_BUFFALO AVE 215,7.665858298265793e-15
cat__Connection_Date_2017-01-09 00:00:00,7.652480039003262e-15
cat__Substation_NYS-MARIETTA 511,7.607152594504175e-15
cat__Connection_Date_2016-01-12 00:00:00,7.603250612544891e-15
cat__Connection_Date_2018-09-14 00:00:00,7.589005606962603e-15
cat__City_Forestburgh,7.543254299936354e-15
cat__City_HAGAMAN,7.51529921057321e-15
cat__Substation_7EM,7.472751449351478e-15
cat__Circuit_ID_4302206,7.443132479667661e-15
cat__Circuit_ID_5043,7.438553990806779e-15
cat__Connection_Date_2015-08-14 00:00:00,7.423354361947646e-15
cat__Developer_Level Solar,7.418866810325816e-15
cat__Circuit_ID_9DF2K7,7.376321807774775e-15
cat__City_Rye,7.372890690865713e-15
cat__Substation_NYS-CHESTNUT RIDGE 191,7.344204083521545e-15
cat__Developer_Empire Solar Solutions LLC,7.32287698372698e-15
cat__Connection_Date_2014-05-29 00:00:00,7.320260313036188e-15
cat__Connection_Date_2021-10-04 00:00:00,7.31863375070493e-15
cat__Circuit_ID_6U696,7.3062438489464e-15
cat__City_BALLSTON LAKE,7.292829266359601e-15
cat__Connection_Date_2022-10-21 00:00:00,7.287252510270567e-15
cat__City_FLANDERS,7.262392551697525e-15
cat__Connection_Date_2012-01-17 00:00:00,7.254367995171403e-15
cat__Developer_Sun Run Solar,7.238701151936838e-15
cat__Substation_SORRELL HILL 269,7.235921272039663e-15
cat__Substation_NYS-EAST AURORA 346,7.233179484057694e-15
cat__City_Huntington Bay,7.224555272005897e-15
cat__Circuit_ID_36_39_41551,7.186405349562898e-15
cat__Developer_Ippsolar,7.138455395283276e-15
cat__Circuit_ID_3R049,7.129133934393572e-15
cat__Circuit_ID_7M755,7.116216550409209e-15
cat__City_DIX HILLS,7.114595057620935e-15
cat__City_Islandia,7.0419021344704565e-15
cat__Connection_Date_2016-09-16 00:00:00,6.901460639297553e-15
cat__Connection_Date_2011-06-08 00:00:00,6.850131817740237e-15
cat__Connection_Date_2015-10-14 00:00:00,6.8356413469868524e-15
cat__Developer_Green Leaf Solar,6.828844501062167e-15
cat__Substation_BUFFALO STATION 61 - HUTH RD,6.767748271732723e-15
cat__Connection_Date_2022-12-31 00:00:00,6.74803418722806e-15
cat__Circuit_ID_8MR907,6.720932631574089e-15
cat__Circuit_ID_36_30_17851,6.693465024270504e-15
cat__Circuit_ID_8T2P6,6.612230948894786e-15
cat__Connection_Date_2010-09-13 00:00:00,6.589179651125216e-15
cat__Circuit_ID_1107242,6.5782217521319695e-15
cat__Substation_7BH,6.5618146230353435e-15
cat__Substation_0722RO0757-1200 Brooks Ave,6.517327894097892e-15
cat__City_Merrick,6.434135922325361e-15
cat__Circuit_ID_36_03_21556,6.403759708990101e-15
cat__Connection_Date_2012-03-12 00:00:00,6.389277843407222e-15
cat__Circuit_ID_5X61,6.362293698235385e-15
cat__Connection_Date_2010-01-06 00:00:00,6.338234852027718e-15
cat__Circuit_ID_6H541,6.281111002783882e-15
cat__City_SUFFERN,6.2293024424879585e-15
cat__Connection_Date_2011-09-21 00:00:00,6.19137515596009e-15
cat__City_Rego Park,6.137223333480197e-15
"cat__Developer_SunPower Capital, LLC",6.133759353839643e-15
cat__Circuit_ID_6D615,6.133658474526328e-15
cat__City_WEST NYACK,6.1190305197018124e-15
cat__City_WHAMPT BCH,6.1094734681836174e-15
"cat__Developer_Benjamin Fouse (Green Volt Solutions, LLC)",6.09494195357455e-15
cat__Substation_NYS-MILO 201,6.072410407160037e-15
cat__City_MALDEN BRIDGE,6.063856383267625e-15
cat__City_Chatham,6.06301246179758e-15
cat__Circuit_ID_19-10-13,6.045171052307604e-15
cat__Developer_Group Solar USA,6.008354640367799e-15
cat__Connection_Date_2017-05-11 00:00:00,5.930998608781499e-15
cat__Connection_Date_2023-04-04 00:00:00,5.929391801356158e-15
cat__Developer_Atlantean Solar LLC,5.917177290308737e-15
cat__Substation_BUFFALO STATION 77 - EAST AVE,5.904191771697698e-15
cat__Connection_Date_2016-10-25 00:00:00,5.8870862318437524e-15
cat__Connection_Date_2011-02-24 00:00:00,5.850568671877694e-15
cat__Circuit_ID_8087,5.827746223908703e-15
cat__Connection_Date_2001-08-28 00:00:00,5.826618933574434e-15
cat__Connection_Date_2019-06-13 00:00:00,5.77844667474167e-15
cat__Developer_Simply Residential_ LLC,5.7477411528918745e-15
cat__Circuit_ID_5003,5.725819940053115e-15
cat__Connection_Date_2012-11-30 00:00:00,5.7123337363502904e-15
cat__Circuit_ID_8ED3H7,5.710004891541326e-15
cat__City_Long Beach,5.708355296735134e-15
cat__City_PATTERSONVILLE,5.692566582104847e-15
cat__Circuit_ID_8B951,5.684926887516184e-15
"cat__Developer_Solar Energy Systems, LLC",5.644288310092661e-15
cat__City_Stony Brook,5.636714654825589e-15
cat__Connection_Date_2014-10-23 00:00:00,5.5943034434581986e-15
cat__City_Earlville,5.577432059435346e-15
cat__Developer_Kyle Wojewoda (Buffalo Solar Solutions),5.575259649446008e-15
cat__Developer_Upstate Electrical,5.570362381130423e-15
cat__Connection_Date_2010-06-05 00:00:00,5.555246280092557e-15
cat__City_Massapequa,5.52411952548229e-15
cat__Circuit_ID_10B71,5.5093865011788745e-15
cat__Substation_NORTHVILLE 332,5.502834408205323e-15
cat__Connection_Date_2010-08-03 00:00:00,5.479295208540059e-15
cat__Substation_Rio,5.464550147443345e-15
cat__Circuit_ID_4408501,5.4512132941075955e-15
cat__Circuit_ID_5B374,5.449904951475604e-15
cat__City_FEURA BUSH,5.440353508761525e-15
cat__City_E Meadow,5.437228735187899e-15
cat__Circuit_ID_1204201,5.4288215780433215e-15
cat__City_Hornell,5.3789177472833546e-15
cat__Substation_NYS-ADAMS CORNERS 413,5.3420439867910475e-15
cat__City_Fort Salonga,5.334796871510769e-15
cat__Substation_Burns,5.327458792588562e-15
cat__Circuit_ID_4B05,5.2865156947337245e-15
cat__Connection_Date_2021-08-20 00:00:00,5.271189582884853e-15
cat__Developer_Green Team LI,5.2703549960256e-15
cat__Connection_Date_2016-10-17 00:00:00,5.260293238501044e-15
cat__Circuit_ID_5042,5.244609906694187e-15
cat__Connection_Date_2018-02-22 00:00:00,5.237684424970794e-15
cat__City_LIVINGSTON,5.235150632335878e-15
cat__Circuit_ID_2M486,5.213377911649568e-15
cat__Circuit_ID_7J862,5.2120806862167225e-15
cat__Connection_Date_2015-08-13 00:00:00,5.210097596004772e-15
cat__Connection_Date_2020-10-12 00:00:00,5.207067628291715e-15
cat__Connection_Date_2015-12-29 00:00:00,5.168578961437102e-15
cat__Developer_fuze solar,5.164366739720762e-15
cat__Connection_Date_2021-12-20 00:00:00,5.136751068544536e-15
cat__Connection_Date_2011-11-07 00:00:00,5.111931864489008e-15
cat__Circuit_ID_5023,5.104054524854369e-15
cat__City_Hollis,5.083394992021708e-15
cat__Developer_Frederick Proven (Proven Energy Systems),5.0703758906529095e-15
cat__Substation_WEIBEL AVE 415,5.037069195328477e-15
"cat__Developer_Arista Power, Inc.",4.964569807336557e-15
cat__Developer_AH Treman State Park,4.9632806108621165e-15
cat__Substation_Snake Hill Road,4.957951793910773e-15
cat__Circuit_ID_36_31_41351,4.936678387401448e-15
cat__Circuit_ID_13U2,4.9181832283297274e-15
cat__Connection_Date_2013-09-19 00:00:00,4.9164904798331964e-15
cat__Connection_Date_2011-06-14 00:00:00,4.914696046567032e-15
cat__Circuit_ID_9R783,4.8774512070797e-15
cat__Circuit_ID_3102606,4.868171945368999e-15
cat__Developer_Autonomous Energies,4.855889614580999e-15
"cat__Developer_US Energy Concierge, Inc.",4.850643987925987e-15
cat__Circuit_ID_4GH186,4.8358153173651744e-15
cat__County_Schoharie,4.779561459704395e-15
cat__City_Chappaqua,4.7576876908267726e-15
cat__City_Wynantskill,4.742255921187647e-15
cat__City_BAYPORT,4.729082224234697e-15
cat__City_AQUEBOGUE,4.7252837443513404e-15
cat__Developer_Kasselman Solar,4.6939662208597266e-15
cat__Developer_Richard DeCastro,4.693180768666928e-15
cat__Circuit_ID_5203723,4.683592273381713e-15
cat__Connection_Date_2010-08-19 00:00:00,4.676735036721986e-15
cat__Developer_Geotherm Inc.,4.632086705521482e-15
cat__Connection_Date_2023-05-16 00:00:00,4.6302584670035236e-15
cat__City_Mastic,4.6269016797267914e-15
cat__Connection_Date_2012-02-23 00:00:00,4.613158713638918e-15
cat__Substation_NYS-FULTON ST 223,4.606094875275093e-15
cat__Circuit_ID_5U217,4.597817724695624e-15
cat__Connection_Date_2023-02-06 00:00:00,4.551407760637629e-15
cat__Connection_Date_2018-08-15 00:00:00,4.550872408964617e-15
cat__Circuit_ID_3H081,4.528569225445134e-15
cat__Connection_Date_2019-06-25 00:00:00,4.52698894746394e-15
cat__City_Ozone Park,4.5152207114614555e-15
cat__Substation_CHURCH ST 43,4.509311161556766e-15
cat__City_Putnam Valley,4.5089970424933245e-15
cat__Connection_Date_2018-12-26 00:00:00,4.508003589757856e-15
cat__Circuit_ID_14W13,4.4982148283840706e-15
cat__Substation_NYS-BENNETT 301,4.485533402641822e-15
cat__Circuit_ID_2X23,4.455404587024335e-15
cat__City_Nelsonville,4.41995307814915e-15
cat__Substation_YAHNUNDASIS 646,4.417118924278921e-15
cat__Connection_Date_2022-01-06 00:00:00,4.4161884992547575e-15
cat__Circuit_ID_5021,4.379513726096967e-15
cat__Substation_HEMSTREET 328,4.375497349811366e-15
